,Year,State,Producer Type,Energy Source,Generators,Facilities,Nameplate Capacity (Megawatts),Summer Capacity (Megawatts)
635,1990,MT,Electric Generators Electric Utilities,Coal,0,3,2513.80,2259.80
636,1990,MT,Electric Generators Electric Utilities,Hydroelectric,0,21,2276.10,2519.60
637,1990,MT,Electric Generators Electric Utilities,Natural Gas,0,3,133.1,120.1
638,1990,MT,Electric Generators Electric Utilities,Wind,0,1,0.1,0.1
639,1990,MT,Electric Generators Electric Utilities,Wood and Wood Derived Fuels,0,0,12.5,12.5
641,1990,MT,Electric Generators Independent Power Producers,Coal,0,1,41.5,38.9
642,1990,MT,Electric Generators Independent Power Producers,Hydroelectric,0,2,11.7,11.1
644,1990,MT,Total Electric Power Industry,Coal,0,0,2555.30,2298.70
645,1990,MT,Total Electric Power Industry,Hydroelectric,0,23,2287.70,2530.70
646,1990,MT,Total Electric Power Industry,Natural Gas,0,3,133.1,120.1
647,1990,MT,Total Electric Power Industry,Wind,0,1,0.1,0.1
648,1990,MT,Total Electric Power Industry,Wood and Wood Derived Fuels,0,1,23.4,22.9
650,1990,NC,Combined Heat and Power Commercial Power,Hydroelectric,0,2,2.6,2.4
652,1990,NC,Combined Heat and Power Electric Power,Coal,0,9,502.6,470.4
653,1990,NC,Combined Heat and Power Electric Power,Natural Gas,0,1,180,157.3
655,1990,NC,Combined Heat and Power Industrial Power,Coal,0,9,154.9,143.4
656,1990,NC,Combined Heat and Power Industrial Power,Hydroelectric,0,2,1.6,1.7
657,1990,NC,Combined Heat and Power Industrial Power,Other,0,2,39.9,37.1
658,1990,NC,Combined Heat and Power Industrial Power,Petroleum,0,2,6.6,6.2
659,1990,NC,Combined Heat and Power Industrial Power,Wood and Wood Derived Fuels,0,8,240,230.4
661,1990,NC,Electric Generators Electric Utilities,Coal,0,14,12556.30,12500.00
662,1990,NC,Electric Generators Electric Utilities,Hydroelectric,0,41,1873.90,1893.80
663,1990,NC,Electric Generators Electric Utilities,Natural Gas,0,7,349.7,270.3
664,1990,NC,Electric Generators Electric Utilities,Nuclear,0,3,5125.00,4698.00
665,1990,NC,Electric Generators Electric Utilities,Petroleum,0,7,917.8,760
666,1990,NC,Electric Generators Electric Utilities,Pumped Storage,0,0,59.5,68
668,1990,NC,Electric Generators Independent Power Producers,Hydroelectric,0,4,5.6,5.4
669,1990,NC,Electric Generators Independent Power Producers,Natural Gas,0,2,9.4,8.8
670,1990,NC,Electric Generators Independent Power Producers,Wood and Wood Derived Fuels,0,1,50,46.5
672,1990,NC,Total Electric Power Industry,Coal,0,0,13213.80,13113.80
673,1990,NC,Total Electric Power Industry,Hydroelectric,0,47,1883.70,1903.30
674,1990,NC,Total Electric Power Industry,Natural Gas,0,10,539.2,436.4
675,1990,NC,Total Electric Power Industry,Nuclear,0,3,5125.00,4698.00
676,1990,NC,Total Electric Power Industry,Other,0,1,39.9,37.1
677,1990,NC,Total Electric Power Industry,Petroleum,0,0,924.4,766.2
678,1990,NC,Total Electric Power Industry,Pumped Storage,0,0,59.5,68
679,1990,NC,Total Electric Power Industry,Wood and Wood Derived Fuels,0,5,290,276.9
681,1990,ND,Combined Heat and Power Industrial Power,Coal,0,2,19.3,18.1
682,1990,ND,Combined Heat and Power Industrial Power,Natural Gas,0,4,11,10.6
684,1990,ND,Electric Generators Electric Utilities,Coal,0,8,4044.00,3876.10
685,1990,ND,Electric Generators Electric Utilities,Hydroelectric,0,1,517,545
686,1990,ND,Electric Generators Electric Utilities,Natural Gas,0,1,8,10
687,1990,ND,Electric Generators Electric Utilities,Petroleum,0,10,108,93.7
689,1990,ND,Total Electric Power Industry,Coal,0,0,4063.30,3894.20
690,1990,ND,Total Electric Power Industry,Hydroelectric,0,1,517,545
691,1990,ND,Total Electric Power Industry,Natural Gas,0,3,19,20.6
692,1990,ND,Total Electric Power Industry,Petroleum,0,0,108,93.7
694,1990,NE,Combined Heat and Power Industrial Power,Coal,0,2,8.9,8.3
696,1990,NE,Electric Generators Electric Utilities,Coal,0,8,3304.40,3094.10
697,1990,NE,Electric Generators Electric Utilities,Hydroelectric,0,11,183.1,167.9
698,1990,NE,Electric Generators Electric Utilities,Natural Gas,0,40,606.7,565.4
699,1990,NE,Electric Generators Electric Utilities,Nuclear,0,2,1337.60,1254.00
700,1990,NE,Electric Generators Electric Utilities,Petroleum,0,37,447.4,370.3
702,1990,NE,Total Electric Power Industry,Coal,0,0,3313.30,3102.40
703,1990,NE,Total Electric Power Industry,Hydroelectric,0,11,183.1,167.9
704,1990,NE,Total Electric Power Industry,Natural Gas,0,40,606.7,565.4
705,1990,NE,Total Electric Power Industry,Nuclear,0,2,1337.60,1254.00
706,1990,NE,Total Electric Power Industry,Petroleum,0,0,447.4,370.3
708,1990,NH,Combined Heat and Power Commercial Power,Natural Gas,0,2,4,3.8
709,1990,NH,Combined Heat and Power Commercial Power,Petroleum,0,2,15.6,15
711,1990,NH,Combined Heat and Power Electric Power,Wood and Wood Derived Fuels,0,1,12.7,11.8
713,1990,NH,Combined Heat and Power Industrial Power,Hydroelectric,0,6,31.8,31.1
714,1990,NH,Combined Heat and Power Industrial Power,Natural Gas,0,2,0.7,0.7
715,1990,NH,Combined Heat and Power Industrial Power,Petroleum,0,4,20.9,20.2
716,1990,NH,Combined Heat and Power Industrial Power,Wood and Wood Derived Fuels,0,6,9.1,8.5
718,1990,NH,Electric Generators Electric Utilities,Coal,0,2,609.2,622.3
719,1990,NH,Electric Generators Electric Utilities,Hydroelectric,0,13,261.8,319.5
720,1990,NH,Electric Generators Electric Utilities,Nuclear,0,1,1197.10,1150.00
721,1990,NH,Electric Generators Electric Utilities,Petroleum,0,3,534.1,545.8
723,1990,NH,Electric Generators Independent Power Producers,Hydroelectric,0,20,60.1,57.1
724,1990,NH,Electric Generators Independent Power Producers,Other Biomass,0,0,19.5,18.2
725,1990,NH,Electric Generators Independent Power Producers,Wood and Wood Derived Fuels,0,6,110.7,102.9
727,1990,NH,Total Electric Power Industry,Coal,0,0,609.2,622.3
728,1990,NH,Total Electric Power Industry,Hydroelectric,0,36,353.6,407.6
729,1990,NH,Total Electric Power Industry,Natural Gas,0,4,4.7,4.5
730,1990,NH,Total Electric Power Industry,Nuclear,0,1,1197.10,1150.00
731,1990,NH,Total Electric Power Industry,Other Biomass,0,0,19.5,18.2
732,1990,NH,Total Electric Power Industry,Petroleum,0,0,570.5,581
733,1990,NH,Total Electric Power Industry,Wood and Wood Derived Fuels,0,10,132.4,123.2
